,id,previousHomeWin,previousAwayWin,previousDraw,previousManagerHomeWin,previousManagerAwayWin,previousManagerDraw,homeAvgRating,homePosition,homePoint,homeForm,awayAvgRating,awayPosition,awayPoint,awayForm,homeExpectedGoal,awayExpectedGoal,homeExpectedAssist,awayExpectedAssist,homeBallPosession,homeShotOnTarget,awayShotOnTarget,homeShotOffTarget,awayShotOffTarget,homeBlockedShot,awayBlockedShot,homeCorner,awayCorner,homeOffside,awayOffside,homeFoul,awayFoul,homeYellowCard,awayYellowCard,homeRedCard,awayRedCard,homeFreekick,awayFreekick,homeThrowIn,awayThrowIn,homeGoalkick,awayGoalkick,homeBigChance,awayBigChance,homeBigChanceMissed,awayBigChanceMissed,homeShotInsideBox,awayShotInsideBox,homeGoalSave,awayGoalSave,homeGoalPrevented,awayGoalPrevented,homePass,awayPass,homeAccuratePass,awayAccuratePass,homeLongPass,awayLongPass,homeAccurateLongPass,awayAccurateLongPass,homeCross,awayCross,homeAccurateCross,awayAccurateCross,homeDribble,awwayDribble,homeSuccessfulDribble,awaySuccessfulDribble,homePossesionLost,awayPossesionLost,homeDuelWon,awayDuelWon,homeAerialWon,awayAerialWon,homeTackle,awayTackle,homeInterception,awayInterception,homeClearance,awayClearance,homeTeamId,awayTeamId,homeScorePeriod1,homeScoreCurrent,awayScorePeriod1,awayScoreCurrent
136,11352666,1,8,1,0,1,0,6.68,20,1.0,0.2,6.98,10,12.0,1.2,1.26,0.59,0.39,0.2,43.0,4.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,6.0,11.0,7.0,4.0,0.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,3.0,0.0,0.0,202.0,262.0,143.0,206.0,41.0,31.0,16.0,13.0,7.0,13.0,0.0,3.0,11.0,6.0,4.0,4.0,93.0,83.0,24.0,31.0,8.0,9.0,8.0,12.0,5.0,3.0,10.0,11.0,15,35,1,1,1,2
152,11352664,9,4,7,2,3,2,7.07,8,13.0,2.0,7.08,9,12.0,1.6,1.75,0.13,0.89,0.1,63.0,5.0,0.0,3.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,3.0,13.0,12.0,3.0,5.0,5.0,0.0,3.0,0.0,7.0,1.0,0.0,2.0,0.0,0.0,285.0,169.0,241.0,120.0,26.0,23.0,18.0,7.0,12.0,5.0,4.0,1.0,7.0,3.0,6.0,3.0,71.0,68.0,22.0,24.0,8.0,8.0,1.0,10.0,2.0,7.0,6.0,15.0,39,7,3,4,0,0
154,11352658,5,9,6,1,1,1,6.97,6,16.0,2.0,7.06,9,14.0,1.4,0.69,0.64,0.57,0.43,63.0,4.0,1.0,5.0,2.0,1.0,3.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,8.0,6.0,4.0,4.0,1.0,0.0,1.0,0.0,4.0,2.0,1.0,3.0,0.0,0.0,287.0,166.0,256.0,131.0,18.0,21.0,12.0,12.0,12.0,7.0,3.0,2.0,6.0,10.0,5.0,8.0,49.0,54.0,24.0,16.0,3.0,4.0,9.0,2.0,2.0,4.0,7.0,11.0,40,37,1,4,0,1
155,11352667,15,3,2,1,1,0,7.2,4,20.0,2.6,6.85,13,11.0,1.4,0.86,0.16,0.94,0.19,66.0,4.0,1.0,2.0,4.0,4.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,5.0,8.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,3.0,0.0,0.0,322.0,160.0,287.0,123.0,8.0,28.0,5.0,18.0,10.0,10.0,0.0,4.0,10.0,10.0,4.0,6.0,66.0,60.0,21.0,24.0,4.0,2.0,6.0,11.0,2.0,6.0,3.0,11.0,33,43,1,2,0,0
156,11352669,7,2,2,2,0,0,7.07,3,21.0,2.2,6.69,20,1.0,0.0,1.29,0.03,0.76,0.03,66.0,3.0,0.0,0.0,1.0,2.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,9.0,7.0,2.0,5.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,352.0,184.0,319.0,142.0,17.0,31.0,12.0,14.0,10.0,2.0,1.0,0.0,7.0,6.0,6.0,2.0,62.0,60.0,22.0,25.0,5.0,6.0,7.0,13.0,3.0,5.0,4.0,12.0,42,15,1,5,0,0
172,11352668,4,7,2,1,0,0,6.7,19,3.0,0.2,6.7,18,4.0,0.6,0.92,0.28,0.58,0.46,54.0,3.0,2.0,3.0,1.0,2.0,1.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,15.0,13.0,1.0,5.0,1.0,0.0,1.0,0.0,6.0,1.0,1.0,2.0,0.0,0.0,213.0,186.0,171.0,141.0,14.0,31.0,6.0,7.0,13.0,9.0,3.0,1.0,9.0,7.0,6.0,3.0,70.0,78.0,32.0,19.0,9.0,6.0,12.0,6.0,6.0,3.0,9.0,12.0,60,6,1,2,1,1
188,11352672,4,3,2,0,1,0,7.05,10,12.0,1.6,6.95,14,10.0,0.8,0.98,0.07,0.8,0.25,67.0,2.0,1.0,4.0,0.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,11.0,9.0,1.0,8.0,1.0,0.0,1.0,0.0,7.0,2.0,1.0,2.0,0.0,0.0,374.0,187.0,338.0,141.0,22.0,32.0,12.0,11.0,8.0,3.0,0.0,1.0,11.0,7.0,8.0,5.0,65.0,63.0,22.0,29.0,8.0,6.0,3.0,12.0,7.0,2.0,6.0,17.0,38,50,0,0,0,2
196,11352676,8,9,3,2,5,3,7.0,9,14.0,0.8,6.94,16,7.0,1.2,0.17,0.32,0.27,0.23,58.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,3.0,15.0,9.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,0.0,0.0,330.0,234.0,276.0,191.0,27.0,27.0,12.0,16.0,4.0,9.0,1.0,5.0,13.0,6.0,10.0,3.0,78.0,67.0,27.0,29.0,5.0,9.0,7.0,14.0,6.0,5.0,6.0,6.0,37,48,0,0,0,1
212,11352677,4,6,10,0,1,3,6.9,13,11.0,1.6,7.08,6,16.0,2.6,0.33,1.93,0.21,0.64,41.0,4.0,4.0,2.0,2.0,1.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,6.0,14.0,2.0,2.0,0.0,3.0,0.0,1.0,3.0,7.0,1.0,3.0,0.0,0.0,185.0,273.0,151.0,237.0,24.0,19.0,8.0,9.0,7.0,7.0,1.0,2.0,15.0,11.0,12.0,8.0,58.0,59.0,33.0,23.0,3.0,1.0,10.0,7.0,5.0,6.0,8.0,9.0,3,39,1,2,2,2
228,11352673,4,14,2,1,1,0,7.01,11,12.0,1.0,7.19,1,23.0,2.6,0.28,0.12,0.15,0.23,28.0,2.0,0.0,2.0,3.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,6.0,12.0,5.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,128.0,357.0,88.0,323.0,28.0,22.0,10.0,15.0,10.0,6.0,4.0,2.0,8.0,12.0,4.0,3.0,62.0,65.0,30.0,22.0,3.0,3.0,17.0,9.0,5.0,4.0,5.0,11.0,7,33,0,1,0,2
229,11352671,5,6,4,0,1,1,6.95,7,16.0,1.4,6.84,14,11.0,1.4,0.57,0.11,0.35,0.24,72.0,4.0,0.0,4.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,5.0,5.0,5.0,2.0,0.0,2.0,0.0,4.0,1.0,0.0,3.0,0.0,0.0,466.0,176.0,438.0,140.0,12.0,22.0,6.0,10.0,5.0,5.0,2.0,0.0,13.0,5.0,6.0,2.0,58.0,56.0,18.0,24.0,5.0,4.0,7.0,14.0,4.0,9.0,3.0,2.0,30,43,1,1,0,1
230,11352674,7,2,3,3,1,0,7.01,4,20.0,2.0,6.9,15,10.0,0.8,2.19,0.13,1.34,0.06,73.0,7.0,0.0,3.0,1.0,3.0,1.0,6.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,5.0,11.0,1.0,2.0,6.0,3.0,0.0,1.0,0.0,8.0,2.0,0.0,5.0,0.0,0.0,378.0,137.0,344.0,101.0,20.0,26.0,16.0,10.0,19.0,3.0,5.0,0.0,6.0,9.0,3.0,7.0,68.0,53.0,20.0,31.0,9.0,7.0,5.0,12.0,3.0,8.0,2.0,22.0,44,14,2,3,0,0
231,11352670,1,1,0,1,0,0,7.02,5,19.0,2.6,6.8,18,5.0,1.0,1.59,0.0,1.91,0.02,77.0,4.0,0.0,4.0,0.0,6.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,6.0,3.0,4.0,2.0,7.0,3.0,0.0,3.0,0.0,10.0,0.0,0.0,3.0,0.0,0.0,324.0,95.0,295.0,65.0,14.0,26.0,9.0,7.0,12.0,5.0,4.0,0.0,8.0,5.0,4.0,2.0,47.0,50.0,22.0,22.0,8.0,7.0,5.0,7.0,1.0,3.0,2.0,6.0,40,72,1,3,0,1
232,11352675,8,10,2,1,3,0,6.98,8,15.0,1.8,7.23,3,21.0,1.8,0.33,1.54,0.14,0.83,40.0,2.0,4.0,2.0,2.0,0.0,1.0,2.0,9.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,5.0,2.0,6.0,6.0,4.0,0.0,3.0,0.0,2.0,4.0,4.0,3.0,2.0,0.0,0.0,185.0,270.0,150.0,242.0,17.0,24.0,6.0,17.0,5.0,15.0,2.0,0.0,3.0,7.0,3.0,6.0,47.0,59.0,18.0,16.0,4.0,2.0,8.0,4.0,2.0,6.0,19.0,2.0,35,17,0,0,1,3
233,11352314,3,16,1,2,3,2,7.06,8,17.0,2.2,7.1,3,24.0,2.2,0.16,0.38,0.31,0.37,49.0,0.0,1.0,2.0,2.0,2.0,5.0,0.0,4.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,7.0,6.0,17.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,201.0,212.0,157.0,176.0,26.0,25.0,11.0,12.0,5.0,7.0,1.0,2.0,5.0,8.0,4.0,3.0,65.0,54.0,32.0,21.0,12.0,5.0,9.0,7.0,4.0,4.0,7.0,12.0,39,42,0,1,0,0
249,11352312,14,0,0,1,0,0,7.27,3,24.0,1.8,6.72,17,6.0,0.6,0.91,0.32,1.49,0.31,71.0,4.0,0.0,5.0,1.0,6.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,5.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,388.0,164.0,360.0,137.0,16.0,20.0,13.0,11.0,14.0,1.0,2.0,0.0,4.0,2.0,4.0,1.0,47.0,37.0,11.0,7.0,3.0,0.0,1.0,2.0,2.0,5.0,1.0,17.0,17,60,3,6,0,1
265,11352304,5,3,0,5,1,0,6.96,10,13.0,1.4,6.99,9,14.0,0.8,1.17,1.61,0.33,0.65,65.0,2.0,2.0,4.0,4.0,4.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,7.0,5.0,10.0,4.0,6.0,2.0,3.0,1.0,2.0,7.0,6.0,0.0,1.0,0.0,0.0,300.0,156.0,251.0,108.0,28.0,34.0,20.0,13.0,15.0,11.0,3.0,2.0,5.0,4.0,2.0,1.0,73.0,70.0,26.0,24.0,12.0,10.0,4.0,6.0,3.0,7.0,9.0,13.0,50,37,1,3,2,2
281,11352305,8,8,4,0,1,0,6.69,19,4.0,0.6,6.97,13,12.0,1.0,0.41,0.87,0.29,0.61,64.0,1.0,2.0,5.0,0.0,2.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,5.0,11.0,9.0,0.0,9.0,2.0,2.0,2.0,1.0,7.0,2.0,1.0,1.0,0.0,0.0,244.0,144.0,202.0,106.0,26.0,25.0,14.0,12.0,22.0,3.0,4.0,1.0,9.0,5.0,4.0,1.0,76.0,55.0,26.0,22.0,7.0,10.0,7.0,7.0,5.0,4.0,3.0,28.0,6,7,0,0,1,2
297,11352306,6,4,3,1,0,1,6.96,15,10.0,1.8,6.95,8,17.0,1.0,0.49,0.17,0.03,0.21,16.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,6.0,7.0,10.0,3.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,2.0,0.0,0.0,92.0,494.0,60.0,454.0,25.0,23.0,11.0,13.0,3.0,7.0,0.0,1.0,5.0,10.0,2.0,6.0,48.0,65.0,15.0,22.0,4.0,8.0,7.0,4.0,3.0,0.0,13.0,1.0,48,30,1,1,0,1
313,11352307,2,15,3,0,4,0,6.85,14,12.0,1.0,6.94,8,15.0,1.8,0.4,0.23,0.06,0.19,41.0,0.0,1.0,4.0,2.0,4.0,2.0,5.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,9.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,175.0,260.0,129.0,213.0,31.0,36.0,12.0,16.0,12.0,7.0,1.0,1.0,8.0,5.0,6.0,1.0,75.0,70.0,29.0,16.0,11.0,6.0,7.0,5.0,5.0,3.0,8.0,11.0,43,35,0,0,0,1
329,11352320,3,7,2,1,0,0,6.64,20,1.0,0.0,6.92,12,12.0,1.8,0.01,0.96,0.1,0.53,38.0,0.0,1.0,0.0,4.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,10.0,15.0,4.0,3.0,0.0,2.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,176.0,292.0,124.0,246.0,29.0,23.0,5.0,10.0,6.0,6.0,2.0,0.0,3.0,14.0,0.0,7.0,79.0,75.0,18.0,32.0,3.0,12.0,14.0,7.0,5.0,3.0,8.0,11.0,15,3,0,2,0,1
345,11352317,3,7,8,1,1,0,6.86,16,10.0,0.6,7.02,5,22.0,2.6,0.28,0.37,0.11,0.55,33.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,5.0,5.0,3.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,156.0,317.0,129.0,290.0,22.0,25.0,12.0,16.0,2.0,16.0,0.0,4.0,2.0,10.0,1.0,4.0,43.0,59.0,19.0,13.0,2.0,4.0,13.0,2.0,3.0,5.0,18.0,9.0,14,40,1,2,0,0
346,11352310,0,0,1,0,0,1,6.78,18,5.0,0.8,7.04,4,23.0,2.0,0.17,0.84,0.03,0.67,26.0,1.0,3.0,2.0,6.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,10.0,10.0,8.0,3.0,0.0,2.0,0.0,2.0,2.0,7.0,3.0,1.0,0.0,0.0,127.0,362.0,81.0,321.0,27.0,28.0,8.0,18.0,6.0,7.0,1.0,2.0,7.0,5.0,5.0,2.0,71.0,76.0,23.0,18.0,5.0,10.0,9.0,4.0,8.0,5.0,12.0,6.0,72,44,0,1,0,1
347,11352323,5,12,3,0,1,0,7.17,2,26.0,2.6,7.06,13,12.0,1.4,0.17,1.12,0.2,0.18,48.0,3.0,2.0,0.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,9.0,7.0,12.0,4.0,5.0,1.0,0.0,1.0,0.0,0.0,2.0,5.0,1.0,2.0,0.0,0.0,193.0,205.0,160.0,169.0,16.0,34.0,10.0,18.0,5.0,9.0,2.0,1.0,13.0,16.0,4.0,8.0,61.0,66.0,28.0,27.0,3.0,2.0,12.0,10.0,7.0,7.0,13.0,5.0,33,38,1,1,1,4
348,11352353,14,2,4,1,0,0,7.09,4,24.0,2.0,6.7,19,4.0,0.6,0.94,0.18,0.91,0.06,68.0,3.0,4.0,4.0,0.0,3.0,0.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0,9.0,1.0,5.0,2.0,0.0,1.0,0.0,7.0,2.0,4.0,2.0,0.0,0.0,318.0,160.0,284.0,123.0,19.0,32.0,10.0,16.0,21.0,3.0,6.0,1.0,8.0,5.0,4.0,0.0,62.0,55.0,27.0,26.0,13.0,13.0,7.0,9.0,1.0,7.0,4.0,19.0,42,6,1,3,0,1
350,11352350,3,5,4,1,0,0,6.68,18,6.0,0.6,7.05,7,20.0,2.2,0.4,0.08,0.19,0.08,50.0,4.0,2.0,2.0,1.0,1.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,18.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,4.0,0.0,0.0,241.0,245.0,190.0,193.0,42.0,31.0,20.0,15.0,10.0,5.0,1.0,0.0,13.0,9.0,6.0,2.0,85.0,80.0,30.0,29.0,10.0,10.0,12.0,13.0,4.0,4.0,5.0,11.0,60,39,0,2,0,0
366,11352335,3,9,8,4,4,2,6.97,11,15.0,1.4,6.95,16,11.0,1.4,1.0,0.58,0.3,0.56,60.0,2.0,2.0,0.0,1.0,3.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,8.0,12.0,3.0,4.0,1.0,1.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,311.0,200.0,271.0,153.0,36.0,39.0,21.0,14.0,7.0,15.0,0.0,4.0,6.0,7.0,4.0,4.0,70.0,78.0,29.0,25.0,11.0,8.0,9.0,8.0,6.0,4.0,19.0,9.0,7,48,1,2,1,3
368,11352341,2,0,0,1,0,0,6.95,8,18.0,1.8,6.8,17,6.0,0.4,1.32,0.19,0.4,0.09,76.0,1.0,3.0,4.0,0.0,2.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,16.0,8.0,1.0,7.0,1.0,0.0,1.0,0.0,5.0,2.0,3.0,1.0,0.0,0.0,359.0,110.0,321.0,76.0,31.0,20.0,19.0,4.0,18.0,7.0,4.0,2.0,5.0,7.0,3.0,3.0,69.0,52.0,16.0,17.0,5.0,5.0,7.0,6.0,1.0,10.0,4.0,18.0,35,72,0,1,0,0
370,11352349,7,10,3,1,0,0,6.89,14,12.0,1.6,7.11,2,26.0,2.4,0.56,0.43,0.32,0.72,37.0,2.0,1.0,1.0,1.0,6.0,0.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,8.0,6.0,8.0,2.0,1.0,0.0,1.0,0.0,0.0,5.0,2.0,0.0,2.0,0.0,0.0,204.0,368.0,179.0,336.0,30.0,13.0,20.0,9.0,14.0,5.0,2.0,2.0,15.0,7.0,11.0,2.0,57.0,54.0,29.0,22.0,2.0,4.0,9.0,8.0,3.0,2.0,2.0,9.0,3,33,0,2,1,1
386,11352339,3,1,1,3,1,1,7.04,4,24.0,1.6,6.96,9,16.0,2.0,1.36,0.81,0.78,0.34,64.0,6.0,1.0,2.0,3.0,2.0,1.0,5.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,7.0,7.0,7.0,5.0,3.0,3.0,2.0,1.0,1.0,1.0,6.0,4.0,1.0,6.0,0.0,0.0,306.0,174.0,256.0,127.0,30.0,30.0,18.0,13.0,15.0,3.0,2.0,1.0,7.0,5.0,3.0,3.0,79.0,63.0,22.0,24.0,8.0,7.0,4.0,7.0,0.0,6.0,3.0,21.0,44,50,1,3,0,0
387,11352329,0,2,3,0,0,1,6.95,8,18.0,0.6,6.66,20,4.0,0.6,1.18,0.77,0.74,0.21,72.0,4.0,0.0,2.0,3.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,7.0,12.0,5.0,3.0,1.0,1.0,1.0,0.0,1.0,5.0,2.0,0.0,3.0,0.0,0.0,386.0,150.0,346.0,111.0,19.0,22.0,12.0,8.0,5.0,4.0,1.0,2.0,18.0,3.0,8.0,1.0,64.0,53.0,25.0,30.0,5.0,7.0,4.0,15.0,1.0,3.0,7.0,9.0,30,15,1,1,0,1
388,11352332,6,13,1,4,13,6,7.08,11,15.0,2.0,7.29,1,27.0,1.8,0.91,1.59,0.26,0.43,41.0,5.0,5.0,1.0,2.0,5.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,7.0,9.0,12.0,4.0,1.0,1.0,4.0,0.0,2.0,7.0,7.0,3.0,3.0,0.0,0.0,198.0,275.0,159.0,248.0,23.0,23.0,12.0,17.0,4.0,10.0,1.0,3.0,9.0,13.0,6.0,7.0,55.0,58.0,21.0,22.0,1.0,2.0,12.0,6.0,1.0,6.0,10.0,4.0,38,17,2,4,2,4
389,11352326,8,9,3,4,1,1,7.0,5,22.0,2.0,6.85,16,12.0,0.8,1.08,0.05,0.87,0.05,58.0,3.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,8.0,5.0,0.0,2.0,2.0,0.0,2.0,0.0,5.0,0.0,2.0,2.0,0.0,0.0,299.0,212.0,249.0,172.0,27.0,22.0,15.0,10.0,2.0,3.0,2.0,0.0,5.0,3.0,4.0,1.0,64.0,59.0,24.0,13.0,4.0,3.0,6.0,8.0,5.0,4.0,5.0,9.0,40,43,2,3,0,1
390,11352345,10,3,4,2,1,0,6.97,13,14.0,0.8,6.87,15,13.0,1.2,0.45,1.1,0.09,0.41,55.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,8.0,12.0,0.0,5.0,0.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,304.0,246.0,270.0,204.0,29.0,22.0,15.0,10.0,8.0,10.0,1.0,4.0,7.0,3.0,1.0,1.0,54.0,65.0,20.0,17.0,4.0,6.0,9.0,8.0,5.0,6.0,13.0,7.0,37,14,1,3,1,2
391,11352382,5,2,2,0,1,0,6.68,18,5.0,0.8,6.73,16,9.0,1.2,0.05,1.34,0.09,0.28,43.0,0.0,5.0,1.0,5.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,3.0,12.0,23.0,5.0,4.0,0.0,2.0,0.0,0.0,1.0,8.0,3.0,0.0,0.0,0.0,205.0,268.0,134.0,203.0,29.0,49.0,5.0,22.0,3.0,7.0,0.0,3.0,7.0,8.0,3.0,5.0,93.0,100.0,34.0,31.0,12.0,13.0,13.0,10.0,4.0,2.0,12.0,6.0,15,60,0,1,2,3
393,11352379,4,6,5,1,1,1,6.86,14,13.0,1.0,6.93,8,19.0,0.8,0.44,0.6,0.36,0.51,37.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,4.0,5.0,2.0,1.0,0.0,0.0,0.0,6.0,5.0,1.0,1.0,0.0,0.0,223.0,375.0,179.0,334.0,29.0,22.0,13.0,16.0,9.0,14.0,4.0,4.0,5.0,3.0,3.0,3.0,56.0,62.0,16.0,19.0,7.0,8.0,4.0,3.0,10.0,7.0,8.0,3.0,14,30,1,2,2,3
395,11352373,7,8,5,11,12,6,7.28,1,28.0,2.0,7.06,2,27.0,2.2,0.39,0.36,0.28,0.55,62.0,4.0,1.0,0.0,2.0,1.0,1.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,7.0,2.0,4.0,1.0,1.0,0.0,1.0,2.0,3.0,1.0,3.0,0.0,0.0,366.0,227.0,338.0,197.0,22.0,20.0,16.0,9.0,7.0,3.0,1.0,1.0,11.0,12.0,8.0,5.0,52.0,55.0,30.0,16.0,4.0,1.0,16.0,6.0,1.0,2.0,10.0,7.0,17,44,1,1,0,1
397,11352370,1,0,0,1,0,0,6.8,17,6.0,0.4,6.97,13,15.0,0.8,0.3,0.38,0.45,0.33,41.0,1.0,4.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,5.0,13.0,16.0,3.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,1.0,0.0,0.0,197.0,296.0,148.0,242.0,31.0,32.0,11.0,12.0,15.0,4.0,3.0,0.0,9.0,6.0,5.0,3.0,79.0,71.0,26.0,21.0,7.0,4.0,7.0,9.0,5.0,7.0,8.0,12.0,72,7,0,2,0,1
399,11352375,5,12,3,2,6,1,7.03,7,20.0,1.6,7.05,10,16.0,1.6,1.02,0.46,0.85,0.15,56.0,1.0,4.0,3.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,6.0,5.0,9.0,7.0,3.0,6.0,2.0,2.0,1.0,2.0,3.0,4.0,3.0,0.0,0.0,0.0,246.0,201.0,207.0,162.0,18.0,20.0,10.0,8.0,13.0,4.0,3.0,1.0,10.0,8.0,4.0,5.0,72.0,60.0,23.0,30.0,4.0,5.0,9.0,15.0,5.0,8.0,1.0,7.0,39,38,1,4,1,1
401,11352360,6,10,4,0,1,0,6.69,20,4.0,0.0,6.98,9,17.0,0.8,0.26,0.14,0.32,0.3,53.0,2.0,1.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,5.0,7.0,10.0,1.0,5.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,0.0,0.0,281.0,258.0,243.0,206.0,31.0,32.0,16.0,11.0,9.0,3.0,2.0,2.0,4.0,6.0,1.0,5.0,62.0,65.0,15.0,28.0,7.0,9.0,4.0,9.0,4.0,5.0,4.0,5.0,6,37,0,1,0,2
403,11352385,14,5,1,0,1,0,7.08,4,26.0,1.8,7.0,5,25.0,2.0,1.19,0.66,1.09,0.39,64.0,3.0,1.0,4.0,4.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,7.0,5.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,7.0,5.0,0.0,1.0,0.0,0.0,344.0,184.0,313.0,160.0,17.0,19.0,8.0,11.0,6.0,11.0,1.0,4.0,8.0,9.0,4.0,6.0,50.0,50.0,26.0,20.0,6.0,2.0,10.0,5.0,4.0,7.0,4.0,6.0,33,40,1,1,1,2
